,Date,Open,High,Low,Close,Adj Close,Volume
24,2021-04-05,2152.939941,2237.310059,2151.6201170000004,2225.550049,2225.550049,2164900
25,2021-04-06,2222.5,2237.659912,2214.800049,2224.75,2224.75,1353000
26,2021-04-07,2226.1298829999996,2255.0,2225.330078,2249.679932,2249.679932,1289900
27,2021-04-08,2277.959961,2284.0048829999996,2257.679932,2265.439941,2265.439941,1358300
28,2021-04-09,2256.699951,2289.040039,2253.714111,2285.8798829999996,2285.8798829999996,1044400
29,2021-04-12,2266.25,2275.320068,2238.465088,2254.790039,2254.790039,1565900
30,2021-04-13,2261.469971,2277.209961,2256.090088,2267.27002,2267.27002,1165500
31,2021-04-14,2275.159912,2277.98999,2249.189941,2254.840088,2254.840088,1011000
32,2021-04-15,2276.97998,2306.596924,2266.0,2296.659912,2296.659912,1373600
33,2021-04-16,2303.0,2306.439941,2284.449951,2297.76001,2297.76001,1129800
34,2021-04-19,2291.97998,2318.449951,2287.844971,2302.399902,2302.399902,1234400
35,2021-04-20,2307.889893,2309.600098,2271.709961,2293.6298829999996,2293.6298829999996,1088700
36,2021-04-21,2285.25,2295.320068,2258.570068,2293.290039,2293.290039,1196500
37,2021-04-22,2293.22998,2303.761963,2256.449951,2267.919922,2267.919922,1054800
38,2021-04-23,2283.469971,2325.820068,2278.209961,2315.300049,2315.300049,1433500
39,2021-04-26,2319.929932,2341.26001,2313.840088,2326.73999,2326.73999,1041700
40,2021-04-27,2336.0,2337.449951,2304.27002,2307.1201170000004,2307.1201170000004,1598600
41,2021-04-28,2407.14502,2452.37793,2374.850098,2379.909912,2379.909912,2986400
42,2021-04-29,2410.330078,2436.52002,2402.280029,2429.889893,2429.889893,1977700
43,2021-04-30,2404.48999,2427.139893,2402.159912,2410.1201170000004,2410.1201170000004,1957100
44,2021-05-03,2402.719971,2419.699951,2384.5,2395.169922,2395.169922,1689400
45,2021-05-04,2369.73999,2379.26001,2311.699951,2354.25,2354.25,1756000
46,2021-05-05,2368.419922,2382.199951,2351.409912,2356.73999,2356.73999,1090300
47,2021-05-06,2350.639893,2382.709961,2342.337891,2381.350098,2381.350098,1030900
48,2021-05-07,2400.0,2416.409912,2390.0,2398.689941,2398.689941,1163600
49,2021-05-10,2374.889893,2378.0,2334.72998,2341.659912,2341.659912,1300300
50,2021-05-11,2291.860107,2322.0,2283.0,2308.76001,2308.76001,1605500
51,2021-05-12,2261.709961,2285.3701170000004,2230.050049,2239.080078,2239.080078,1746700
52,2021-05-13,2261.090088,2276.6010739999997,2242.719971,2261.969971,2261.969971,1333500
53,2021-05-14,2291.830078,2321.139893,2283.320068,2316.159912,2316.159912,1331200
54,2021-05-17,2309.320068,2323.340088,2295.0,2321.409912,2321.409912,992100
55,2021-05-18,2336.9060059999997,2343.149902,2303.159912,2303.429932,2303.429932,865100
56,2021-05-19,2264.399902,2316.76001,2263.52002,2308.709961,2308.709961,967500
57,2021-05-20,2328.040039,2360.340088,2321.090088,2356.090088,2356.090088,1191600
58,2021-05-21,2365.98999,2369.0,2342.3701170000004,2345.100098,2345.100098,1141600
59,2021-05-24,2367.0,2418.47998,2360.110107,2406.669922,2406.669922,1062200
60,2021-05-25,2420.0,2432.889893,2402.98999,2409.070068,2409.070068,941900
61,2021-05-26,2412.834961,2442.944092,2412.514893,2433.530029,2433.530029,1092800
62,2021-05-27,2436.939941,2440.0,2402.0,2402.51001,2402.51001,1948100
63,2021-05-28,2421.959961,2428.139893,2407.689941,2411.560059,2411.560059,1205400
64,2021-06-01,2422.0,2437.970947,2404.8798829999996,2429.810059,2429.810059,958300
65,2021-06-02,2435.310059,2442.0,2404.199951,2421.280029,2421.280029,857900
66,2021-06-03,2395.02002,2409.7451170000004,2382.830078,2404.610107,2404.610107,917300
67,2021-06-04,2422.52002,2453.8588870000003,2417.77002,2451.76001,2451.76001,1297400
68,2021-06-07,2451.320068,2468.0,2441.072998,2466.090088,2466.090088,1192500
69,2021-06-08,2479.899902,2494.4951170000004,2468.23999,2482.850098,2482.850098,1253000
70,2021-06-09,2499.5,2505.0,2487.330078,2491.399902,2491.399902,1006300
71,2021-06-10,2494.01001,2523.26001,2494.0,2521.600098,2521.600098,1561700
72,2021-06-11,2524.919922,2526.98999,2498.290039,2513.929932,2513.929932,1262000
73,2021-06-14,2513.389893,2528.22998,2500.939941,2527.040039,2527.040039,1127500
74,2021-06-15,2530.439941,2537.23999,2512.969971,2520.659912,2520.659912,1109100
75,2021-06-16,2524.949951,2530.469971,2482.999023,2513.929932,2513.929932,1315800
76,2021-06-17,2510.459961,2543.929932,2510.300049,2527.419922,2527.419922,1287800
77,2021-06-18,2514.110107,2527.780029,2492.060059,2511.350098,2511.350098,2665300
78,2021-06-21,2514.800049,2540.735107,2502.685059,2529.100098,2529.100098,1312800
79,2021-06-22,2529.0,2545.399902,2520.530029,2539.98999,2539.98999,1049200
80,2021-06-23,2531.0,2555.919922,2525.040039,2529.22998,2529.22998,984700
81,2021-06-24,2541.070068,2550.709961,2539.199951,2545.639893,2545.639893,946700
82,2021-06-25,2539.139893,2550.100098,2528.8798829999996,2539.899902,2539.899902,1674200
83,2021-06-28,2540.0,2546.73999,2519.4760739999997,2536.389893,2536.389893,1405500
84,2021-06-29,2535.449951,2540.0,2508.73999,2520.3701170000004,2520.3701170000004,1047500
85,2021-06-30,2513.071045,2516.0,2495.149902,2506.320068,2506.320068,1200300
86,2021-07-01,2496.9951170000004,2529.25,2496.9951170000004,2527.3701170000004,2527.3701170000004,856000
87,2021-07-02,2536.790039,2576.959961,2535.3798829999996,2574.3798829999996,2574.3798829999996,1058000
88,2021-07-06,2588.98999,2597.689941,2568.179932,2595.419922,2595.419922,1067500
89,2021-07-07,2606.820068,2612.798096,2595.199951,2601.550049,2601.550049,834000
90,2021-07-08,2565.0,2600.649902,2560.800049,2583.540039,2583.540039,989000
91,2021-07-09,2578.889893,2596.98999,2578.8701170000004,2591.48999,2591.48999,755300
92,2021-07-12,2596.669922,2615.399902,2592.0,2611.280029,2611.280029,847200
93,2021-07-13,2617.6298829999996,2640.840088,2612.73999,2619.889893,2619.889893,830900
94,2021-07-14,2638.030029,2659.919922,2637.959961,2641.649902,2641.649902,895600
95,2021-07-15,2650.0,2651.899902,2611.959961,2625.330078,2625.330078,829300
96,2021-07-16,2632.820068,2643.659912,2616.429932,2636.909912,2636.909912,742800
97,2021-07-19,2623.110107,2624.939941,2570.73999,2585.080078,2585.080078,1285500
98,2021-07-20,2600.080078,2640.0271,2583.768066,2622.030029,2622.030029,954200
99,2021-07-21,2615.73999,2652.344971,2612.030029,2652.01001,2652.01001,737100
100,2021-07-22,2653.0,2670.090088,2648.0,2666.570068,2666.570068,680400
101,2021-07-23,2705.199951,2776.169922,2694.01001,2756.320068,2756.320068,1318900
102,2021-07-26,2765.0,2794.26001,2753.02002,2792.889893,2792.889893,1152600
103,2021-07-27,2800.219971,2800.219971,2702.0,2735.929932,2735.929932,2108200
104,2021-07-28,2771.23999,2793.52002,2727.0,2727.6298829999996,2727.6298829999996,2734400
105,2021-07-29,2727.612061,2743.030029,2722.76001,2730.810059,2730.810059,964200
106,2021-07-30,2710.219971,2715.427002,2696.283936,2704.419922,2704.419922,1197700
107,2021-08-02,2709.689941,2720.409912,2693.389893,2719.790039,2719.790039,1007000
108,2021-08-03,2720.0,2726.709961,2683.669922,2725.600098,2725.600098,953200
109,2021-08-04,2724.98999,2730.76001,2708.300049,2720.570068,2720.570068,826400
110,2021-08-05,2720.570068,2739.0,2712.0,2738.800049,2738.800049,593300
111,2021-08-06,2725.899902,2741.6010739999997,2720.929932,2740.719971,2740.719971,678000
112,2021-08-09,2738.97998,2766.429932,2728.574951,2760.040039,2760.040039,618700
113,2021-08-10,2761.590088,2771.030029,2744.530029,2761.929932,2761.929932,801700
114,2021-08-11,2765.659912,2776.955078,2747.0,2753.790039,2753.790039,760200
115,2021-08-12,2754.26001,2768.360107,2735.580078,2767.790039,2767.790039,732300
116,2021-08-13,2767.149902,2773.47998,2760.100098,2768.1201170000004,2768.1201170000004,629000
117,2021-08-16,2760.0,2779.810059,2723.314941,2778.320068,2778.320068,902000
118,2021-08-17,2763.820068,2774.3701170000004,2735.75,2746.01001,2746.01001,1063600
119,2021-08-18,2742.310059,2765.8798829999996,2728.419922,2731.399902,2731.399902,746700
120,2021-08-19,2709.350098,2749.040039,2707.1201170000004,2738.27002,2738.27002,914800
121,2021-08-20,2741.659912,2772.290039,2729.340088,2768.73999,2768.73999,778200
122,2021-08-23,2779.969971,2843.540039,2774.958984,2821.98999,2821.98999,1054500
123,2021-08-24,2830.8701170000004,2860.149902,2827.070068,2847.969971,2847.969971,756300
124,2021-08-25,2857.659912,2866.26001,2848.790039,2859.0,2859.0,641900
125,2021-08-26,2852.3701170000004,2862.696045,2841.830078,2842.459961,2842.459961,746100
126,2021-08-27,2842.25,2900.219971,2840.399902,2891.01001,2891.01001,1228100
127,2021-08-30,2894.090088,2929.790039,2892.0,2909.389893,2909.389893,845800
128,2021-08-31,2917.689941,2922.23999,2900.0,2909.23999,2909.23999,1337800
129,2021-09-01,2913.0,2936.409912,2912.290039,2916.840088,2916.840088,791200
130,2021-09-02,2918.98999,2926.5,2882.1298829999996,2884.3798829999996,2884.3798829999996,1092200
131,2021-09-03,2882.919922,2907.540039,2870.100098,2895.5,2895.5,955200
132,2021-09-07,2894.98999,2916.47998,2890.820068,2910.3798829999996,2910.3798829999996,758500
133,2021-09-08,2907.8701170000004,2911.02002,2884.0,2897.669922,2897.669922,774300
134,2021-09-09,2897.669922,2913.389893,2888.679932,2898.27002,2898.27002,739900
135,2021-09-10,2908.8701170000004,2920.3798829999996,2834.830078,2838.419922,2838.419922,1644800
136,2021-09-13,2864.02002,2883.820068,2845.649902,2869.300049,2869.300049,1008800
137,2021-09-14,2883.219971,2894.550049,2858.110107,2868.1201170000004,2868.1201170000004,945800
138,2021-09-15,2875.179932,2911.6298829999996,2845.1201170000004,2904.1201170000004,2904.1201170000004,1032400
139,2021-09-16,2902.419922,2904.0,2868.326904,2887.469971,2887.469971,1014600
140,2021-09-17,2875.969971,2884.98999,2821.22998,2829.27002,2829.27002,3002000
141,2021-09-20,2780.003906,2787.25,2741.060059,2780.340088,2780.340088,1745900
142,2021-09-21,2802.340088,2816.231934,2778.110107,2792.929932,2792.929932,906500
143,2021-09-22,2801.01001,2831.669922,2789.435059,2818.77002,2818.77002,1103400
144,2021-09-23,2832.189941,2845.049072,2821.929932,2836.530029,2836.530029,863600
145,2021-09-24,2818.919922,2858.070068,2817.01001,2852.659912,2852.659912,747500
146,2021-09-27,2831.709961,2850.0,2810.0,2830.02002,2830.02002,942200
147,2021-09-28,2781.77002,2792.1298829999996,2714.0,2723.679932,2723.679932,2109500
148,2021-09-29,2742.194092,2747.969971,2685.0,2690.419922,2690.419922,1316900
149,2021-09-30,2686.5,2711.800049,2660.0,2665.310059,2665.310059,1764700
150,2021-10-01,2671.090088,2741.419922,2667.550049,2729.25,2729.25,1419400
151,2021-10-04,2713.98999,2714.0,2623.330078,2675.300049,2675.300049,1576500
152,2021-10-05,2680.0,2747.23999,2680.0,2723.540039,2723.540039,1206300
153,2021-10-06,2692.51001,2757.040039,2689.72998,2747.080078,2747.080078,988200
154,2021-10-07,2777.26001,2803.089111,2771.26001,2783.709961,2783.709961,912500
155,2021-10-08,2798.1201170000004,2806.340088,2788.586914,2801.1201170000004,2801.1201170000004,946200
156,2021-10-11,2796.0,2815.2729489999997,2776.1298829999996,2776.949951,2776.949951,829200
157,2021-10-12,2792.75,2793.899902,2725.0,2734.26001,2734.26001,1126800
158,2021-10-13,2755.0,2771.0,2739.530029,2758.0,2758.0,819000
159,2021-10-14,2799.040039,2833.030029,2786.780029,2828.23999,2828.23999,1071300
160,2021-10-15,2844.0,2844.0,2821.290039,2833.5,2833.5,1062500
161,2021-10-18,2824.27002,2859.975098,2824.27002,2859.209961,2859.209961,828200
162,2021-10-19,2865.830078,2882.139893,2861.919922,2876.439941,2876.439941,765800
163,2021-10-20,2884.449951,2884.955078,2838.23999,2848.300049,2848.300049,897000
164,2021-10-21,2843.840088,2856.98999,2832.73999,2855.610107,2855.610107,742500
165,2021-10-22,2807.02002,2831.169922,2743.409912,2772.5,2772.5,1509100
166,2021-10-25,2776.209961,2784.115967,2734.969971,2775.459961,2775.459961,1054100
167,2021-10-26,2812.1201170000004,2816.790039,2780.110107,2793.439941,2793.439941,1412900
168,2021-10-27,2798.050049,2982.360107,2798.050049,2928.550049,2928.550049,2592500
169,2021-10-28,2945.97998,2948.48999,2895.27002,2922.580078,2922.580078,1620900
170,2021-10-29,2910.399902,2972.26001,2903.330078,2965.409912,2965.409912,1447700
171,2021-11-01,2963.300049,2967.98999,2871.590088,2875.47998,2875.47998,1613600
172,2021-11-02,2896.1879879999997,2938.409912,2892.820068,2917.26001,2917.26001,1057500
173,2021-11-03,2925.5,2938.209961,2901.070068,2935.800049,2935.800049,894300
174,2021-11-04,2944.0,2999.0,2932.699951,2973.659912,2973.659912,1235000
175,2021-11-05,2987.070068,3011.415039,2973.040039,2984.820068,2984.820068,1020400
176,2021-11-08,3000.0,3020.689941,2982.399902,2987.030029,2987.030029,919400
177,2021-11-09,2994.919922,3007.570068,2950.139893,2984.969971,2984.969971,843800
178,2021-11-10,2960.195068,2974.0,2906.5,2932.52002,2932.52002,1135400
179,2021-11-11,2942.139893,2970.044922,2933.889893,2934.959961,2934.959961,623200
180,2021-11-12,2956.6298829999996,2997.189941,2929.080078,2992.909912,2992.909912,852400
181,2021-11-15,3000.0,3009.540039,2973.050049,2987.76001,2987.76001,812400
182,2021-11-16,2983.409912,2996.649902,2967.0,2981.52002,2981.52002,862700
183,2021-11-17,2984.580078,2992.52002,2971.26001,2981.23999,2981.23999,764500
184,2021-11-18,2982.919922,3032.199951,2979.969971,3014.179932,3014.179932,1332900
185,2021-11-19,3020.0,3037.0,2997.75,2999.050049,2999.050049,988300
186,2021-11-22,3002.834961,3014.889893,2940.110107,2941.570068,2941.570068,1230400
187,2021-11-23,2942.26001,2953.8798829999996,2897.790039,2935.139893,2935.139893,906300
188,2021-11-24,2927.0,2940.0,2903.97998,2934.350098,2934.350098,823200
189,2021-11-26,2900.310059,2905.939941,2849.709961,2856.1201170000004,2856.1201170000004,849600
190,2021-11-29,2885.969971,2937.23999,2885.969971,2922.280029,2922.280029,1313800
191,2021-11-30,2909.0048829999996,2932.570068,2841.320068,2849.040039,2849.040039,2079500
192,2021-12-01,2884.25,2929.98291,2830.0,2832.360107,2832.360107,1423800
193,2021-12-02,2836.47998,2893.5,2819.639893,2875.530029,2875.530029,1062500
194,2021-12-03,2889.909912,2904.26001,2823.0,2850.409912,2850.409912,1334400
195,2021-12-06,2871.47998,2887.030029,2812.939941,2875.929932,2875.929932,1109900
196,2021-12-07,2919.0,2966.0,2914.050049,2960.72998,2960.72998,1162900
197,2021-12-08,2966.6298829999996,2983.1298829999996,2944.0,2974.409912,2974.409912,948200
198,2021-12-09,2963.52002,2992.100098,2950.580078,2962.1201170000004,2962.1201170000004,929000
199,2021-12-10,2982.0,2988.0,2947.149902,2973.5,2973.5,1081700
200,2021-12-13,2968.8798829999996,2971.25,2927.199951,2934.090088,2934.090088,1205200
201,2021-12-14,2895.399902,2908.840088,2844.850098,2899.409912,2899.409912,1238900
202,2021-12-15,2887.320068,2950.344971,2854.110107,2947.3701170000004,2947.3701170000004,1364000
203,2021-12-16,2961.540039,2971.030029,2881.850098,2896.77002,2896.77002,1370000
204,2021-12-17,2854.290039,2889.201904,2835.76001,2856.060059,2856.060059,2170200
205,2021-12-20,2813.592041,2852.209961,2805.0,2848.030029,2848.030029,1013200
206,2021-12-21,2863.0,2893.841064,2834.699951,2884.409912,2884.409912,977400
207,2021-12-22,2882.0,2946.060059,2879.26001,2938.97998,2938.97998,921900
208,2021-12-23,2941.790039,2971.451904,2939.01709,2942.850098,2942.850098,690900
209,2021-12-27,2949.27002,2968.530029,2945.0,2961.280029,2961.280029,662800
210,2021-12-28,2967.48999,2967.48999,2918.709961,2928.959961,2928.959961,931200
211,2021-12-29,2928.590088,2943.675049,2910.090088,2930.090088,2930.090088,851100
212,2021-12-30,2929.0,2941.25,2915.169922,2920.050049,2920.050049,648900
213,2021-12-31,2910.8798829999996,2927.300049,2893.550049,2893.590088,2893.590088,864900
214,2022-01-03,2889.51001,2911.0,2870.050049,2901.48999,2901.48999,1260700
215,2022-01-04,2911.01001,2932.199951,2876.322998,2888.330078,2888.330078,1146400
216,2022-01-05,2883.6201170000004,2885.959961,2750.469971,2753.070068,2753.070068,2482100
217,2022-01-06,2749.949951,2793.719971,2735.27002,2751.02002,2751.02002,1452500
218,2022-01-07,2758.100098,2765.094971,2715.780029,2740.090088,2740.090088,970400
219,2022-01-10,2701.97998,2772.800049,2662.810059,2771.47998,2771.47998,1704800
220,2022-01-11,2763.610107,2806.590088,2736.27002,2800.350098,2800.350098,1175100
221,2022-01-12,2831.090088,2856.284912,2822.23999,2832.959961,2832.959961,1182100
222,2022-01-13,2836.810059,2863.709961,2778.280029,2782.6201170000004,2782.6201170000004,1328300
223,2022-01-14,2750.0,2824.01001,2750.0,2795.72998,2795.72998,1191300
224,2022-01-18,2732.0,2747.830078,2712.340088,2725.810059,2725.810059,1369100
225,2022-01-19,2738.77002,2767.98999,2710.0,2713.040039,2713.040039,1039800
226,2022-01-20,2730.280029,2758.23999,2662.889893,2670.1298829999996,2670.1298829999996,1096500
227,2022-01-21,2660.23999,2695.209961,2600.02002,2601.840088,2601.840088,2096000
228,2022-01-24,2520.550049,2615.570068,2492.839111,2607.439941,2607.439941,2757400
229,2022-01-25,2568.709961,2586.77002,2527.560059,2534.709961,2534.709961,1800400
230,2022-01-26,2611.850098,2656.149902,2543.070068,2584.800049,2584.800049,1981500
231,2022-01-27,2627.219971,2652.198975,2578.899902,2582.419922,2582.419922,1512400
232,2022-01-28,2600.0,2667.409912,2573.889893,2665.790039,2665.790039,1525900
233,2022-01-31,2683.959961,2716.8701170000004,2645.47998,2713.969971,2713.969971,1702800
234,2022-02-01,2756.699951,2764.0,2691.36499,2757.570068,2757.570068,2560200
235,2022-02-02,3037.27002,3042.0,2911.149902,2960.72998,2960.72998,4487500
236,2022-02-03,2905.899902,2982.354004,2844.100098,2853.01001,2853.01001,2846500
237,2022-02-04,2860.340088,2890.705078,2796.350098,2860.320068,2860.320068,2461200
238,2022-02-07,2874.179932,2876.929932,2773.97998,2778.76001,2778.76001,2230500
239,2022-02-08,2779.824951,2796.741943,2737.459961,2784.26001,2784.26001,1712800
240,2022-02-09,2816.9951170000004,2843.51001,2807.540039,2829.060059,2829.060059,1431400
241,2022-02-10,2790.0,2828.6201170000004,2761.0,2772.050049,2772.050049,1650900
242,2022-02-11,2775.0,2785.665039,2665.77002,2682.600098,2682.600098,1940400
243,2022-02-14,2667.310059,2723.330078,2666.040039,2706.0,2706.0,1339600
244,2022-02-15,2749.429932,2758.0,2710.790039,2728.51001,2728.51001,1328900
245,2022-02-16,2728.610107,2758.919922,2696.4729,2749.75,2749.75,1280500
246,2022-02-17,2723.0,2736.790039,2644.040039,2646.169922,2646.169922,1548400
247,2022-02-18,2660.75,2676.47998,2606.1411129999997,2609.350098,2609.350098,1592900
248,2022-02-22,2599.699951,2638.014893,2554.820068,2588.050049,2588.050049,1945300
249,2022-02-23,2621.570068,2634.97998,2550.070068,2551.699951,2551.699951,1321600
250,2022-02-24,2500.0,2660.73999,2495.290039,2653.469971,2653.469971,2158300
251,2022-02-25,2670.51001,2707.780029,2635.300049,2690.389893,2690.389893,1311800
252,2022-02-28,2665.689941,2712.810059,2656.5048829999996,2697.820068,2697.820068,1483800
253,2022-03-01,2689.600098,2722.219971,2667.570068,2683.360107,2683.360107,1232000
254,2022-03-02,2692.165039,2712.310059,2668.649902,2695.030029,2695.030029,1198300
255,2022-03-03,2719.570068,2734.275879,2668.6201170000004,2686.159912,2686.159912,989000
256,2022-03-04,2667.649902,2683.97998,2608.169922,2642.439941,2642.439941,1222300
257,2022-03-07,2638.080078,2638.080078,2528.199951,2529.290039,2529.290039,1958900
258,2022-03-08,2525.01001,2624.929932,2517.215088,2545.570068,2545.570068,1762500
259,2022-03-09,2628.0,2683.969971,2601.76001,2677.320068,2677.320068,1612900
